"hamilton-federalist" "jay-federalist" "madison-federalist"
"poison" 0.00263650504890717 0 0.00727114084199811
"popularity" 0.00527301009781434 0 0
"practiced" 0.00527301009781434 0 0
"pre-eminence" 0.00439417508151195 0 0.00242371361399937
"pre-existing" 0.00439417508151195 0 0.00242371361399937
"precedents" 0.00439417508151195 0 0.00242371361399937
"predilection" 0.00351534006520956 0 0.00484742722799874
"predominant" 0.00351534006520956 0 0.00484742722799874
"preside" 0.00351534006520956 0.0235072872590503 0
"prevailing" 0.00263650504890717 0 0.00727114084199811
"princes" 0.00263650504890717 0 0.00727114084199811
"prize" 0.00527301009781434 0 0
"productions" 0.00263650504890717 0.0352609308885755 0
"profound" 0.00527301009781434 0 0
"progressive" 0.00439417508151195 0 0.00242371361399937
"prohibit" 0.00263650504890717 0 0.00727114084199811
"prompt" 0.00351534006520956 0 0.00484742722799874
"pronounced" 0.00087883501630239 0 0.0121185680699969
"propensities" 0.00351534006520956 0 0.00484742722799874
"proportioned" 0.00439417508151195 0 0.00242371361399937
"propose" 0.00175767003260478 0 0.00969485445599748
"protect" 0.00175767003260478 0.0235072872590503 0.00484742722799874
"provides" 0.00351534006520956 0.0117536436295252 0.00242371361399937
"publications" 0.00351534006520956 0 0.00484742722799874
"ratified" 0.00439417508151195 0 0.00242371361399937
"re-examination" 0.00527301009781434 0 0
"reject" 0.00351534006520956 0.0117536436295252 0.00242371361399937
"rely" 0.00351534006520956 0.0235072872590503 0
"resolve" 0.00527301009781434 0 0
"resulting" 0.00263650504890717 0 0.00727114084199811
"rich" 0.00351534006520956 0 0.00484742722799874
"royal" 0.00527301009781434 0 0
"scene" 0.00351534006520956 0 0.00484742722799874
"securities" 0.00439417508151195 0 0.00242371361399937
"seek" 0.00439417508151195 0.0117536436295252 0
"selected" 0.00527301009781434 0 0
"send" 0.00087883501630239 0.0117536436295252 0.00969485445599748
"sensibility" 0.00527301009781434 0 0
"serves" 0.00527301009781434 0 0
"singly" 0.00527301009781434 0 0
"situated" 0.00439417508151195 0 0.00242371361399937
"slender" 0.00527301009781434 0 0
"sophistry" 0.00439417508151195 0 0.00242371361399937
"specimens" 0.00351534006520956 0 0.00484742722799874
"st" 0.00351534006520956 0.0117536436295252 0.00242371361399937
"stage" 0.00351534006520956 0 0.00484742722799874
"steady" 0.00527301009781434 0 0
"stop" 0.00527301009781434 0 0
"submission" 0.00439417508151195 0 0.00242371361399937
"subsist" 0.00263650504890717 0 0.00727114084199811
"substantially" 0.00175767003260478 0 0.00969485445599748
"subvert" 0.00351534006520956 0 0.00484742722799874
"successive" 0.00439417508151195 0 0.00242371361399937
"suffrage" 0.00263650504890717 0 0.00727114084199811
"superfluous" 0.00351534006520956 0 0.00484742722799874
"survey" 0.00351534006520956 0 0.00484742722799874
"suspicion" 0.00351534006520956 0 0.00484742722799874
"technical" 0.00439417508151195 0 0.00242371361399937
"ten" 0.00175767003260478 0 0.00969485445599748
"test" 0.00527301009781434 0 0
"th" 0.00439417508151195 0 0.00242371361399937
"thirdly" 0.00351534006520956 0 0.00484742722799874
"threatened" 0.00175767003260478 0.0117536436295252 0.00727114084199811
"titles" 0.00351534006520956 0 0.00484742722799874
"traffic" 0.00263650504890717 0.0117536436295252 0.00484742722799874
"transactions" 0.00439417508151195 0 0.00242371361399937
"transient" 0.00351534006520956 0.0117536436295252 0.00242371361399937
"try" 0.00351534006520956 0 0.00484742722799874
"turns" 0.00527301009781434 0 0
"ultimately" 0.00351534006520956 0 0.00484742722799874
"unanimous" 0 0.0117536436295252 0.0121185680699969
"unavoidable" 0.00263650504890717 0 0.00727114084199811
"unbiased" 0.00527301009781434 0 0
"unqualified" 0.00351534006520956 0 0.00484742722799874
"unquestionably" 0.00351534006520956 0.0117536436295252 0.00242371361399937
"unwilling" 0.00263650504890717 0.0117536436295252 0.00484742722799874
"variance" 0.00351534006520956 0 0.00484742722799874
"vices" 0.00263650504890717 0 0.00727114084199811
"vigorous" 0.00527301009781434 0 0
"violate" 0.00263650504890717 0 0.00727114084199811
"violations" 0.00263650504890717 0.0117536436295252 0.00484742722799874
"vol" 0.00527301009781434 0 0
"wherever" 0.00263650504890717 0 0.00727114084199811
"wishes" 0.00175767003260478 0.0352609308885755 0.00242371361399937
"writer" 0.00439417508151195 0 0.00242371361399937
"wrong" 0.00351534006520956 0.0235072872590503 0
"abandon" 0.00263650504890717 0 0.00484742722799874
"abridge" 0.00351534006520956 0 0.00242371361399937
"abridged" 0.00439417508151195 0 0
"abridgment" 0.00439417508151195 0 0
"accidental" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"accommodated" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"acquisition" 0.00351534006520956 0 0.00242371361399937
"actions" 0.00351534006520956 0.0117536436295252 0
"admissible" 0.00351534006520956 0 0.00242371361399937
"advertiser" 0.00351534006520956 0 0.00242371361399937
"advisable" 0.00351534006520956 0.0117536436295252 0
"affecting" 0.00351534006520956 0 0.00242371361399937
"affinity" 0.00351534006520956 0 0.00242371361399937
"agreeable" 0.00439417508151195 0 0
"aims" 0.00439417508151195 0 0
"air" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"alienation" 0.00439417508151195 0 0
"aliens" 0.00175767003260478 0 0.00727114084199811
"annexed" 0.00175767003260478 0 0.00727114084199811
"annihilation" 0.00263650504890717 0 0.00484742722799874
"answering" 0.00439417508151195 0 0
"anything" 0.00351534006520956 0.0117536436295252 0
"applies" 0.00439417508151195 0 0
"approaching" 0.00439417508151195 0 0
"appropriations" 0.00175767003260478 0 0.00727114084199811
"approve" 0.00439417508151195 0 0
"ascribed" 0.00263650504890717 0 0.00484742722799874
"associated" 0.00351534006520956 0 0.00242371361399937
"attacks" 0.00439417508151195 0 0
"attending" 0.00351534006520956 0 0.00242371361399937
"attributes" 0.00351534006520956 0 0.00242371361399937
"augmentations" 0.00263650504890717 0 0.00484742722799874
"auxiliary" 0.00351534006520956 0.0117536436295252 0
"axiom" 0.00175767003260478 0 0.00727114084199811
"barely" 0.00263650504890717 0 0.00484742722799874
"bargain" 0.00263650504890717 0.0235072872590503 0
"bears" 0.00263650504890717 0 0.00484742722799874
"became" 0.00439417508151195 0 0
"betrayed" 0.00175767003260478 0 0.00727114084199811
"betraying" 0.00263650504890717 0 0.00484742722799874
"bid" 0.00439417508151195 0 0
"bind" 0.00087883501630239 0.0117536436295252 0.00727114084199811
"blame" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"borne" 0.00175767003260478 0 0.00727114084199811
"breaches" 0.00351534006520956 0 0.00242371361399937
"bulwark" 0.00263650504890717 0 0.00484742722799874
"burden" 0.00351534006520956 0 0.00242371361399937
"burdensome" 0.00351534006520956 0 0.00242371361399937
"calculate" 0.00351534006520956 0 0.00242371361399937
"calling" 0.00263650504890717 0 0.00484742722799874
"candidate" 0.00439417508151195 0 0
"casting" 0.00263650504890717 0 0.00484742722799874
"casualties" 0.00439417508151195 0 0
"centre" 0.00263650504890717 0 0.00484742722799874
"cession" 0.00175767003260478 0 0.00727114084199811
"chain" 0 0.0117536436295252 0.00969485445599748
"chance" 0.00351534006520956 0 0.00242371361399937
"chancellor" 0.00351534006520956 0 0.00242371361399937
"characterize" 0.00351534006520956 0 0.00242371361399937
"circumscribed" 0.00263650504890717 0 0.00484742722799874
"circumspection" 0.00351534006520956 0 0.00242371361399937
"cities" 0.00351534006520956 0 0.00242371361399937
"clashing" 0.00351534006520956 0 0.00242371361399937
"codes" 0.00175767003260478 0 0.00727114084199811
"coercion" 0.00439417508151195 0 0
"colonies" 0.00263650504890717 0 0.00484742722799874
"colorable" 0.00439417508151195 0 0
"commander-in-chief" 0.00351534006520956 0 0.00242371361399937
"comment" 0.00351534006520956 0 0.00242371361399937
"commissions" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"commonwealth" 0.00439417508151195 0 0
"communities" 0.00351534006520956 0 0.00242371361399937
"complexion" 0.00351534006520956 0 0.00242371361399937
"compound" 0.00263650504890717 0 0.00484742722799874
"conceded" 0.00439417508151195 0 0
"conferring" 0.00439417508151195 0 0
"confining" 0.00439417508151195 0 0
"confirm" 0.00351534006520956 0 0.00242371361399937
"conformable" 0.00263650504890717 0 0.00484742722799874
"consciousness" 0.00175767003260478 0 0.00727114084199811
"considerate" 0.00351534006520956 0 0.00242371361399937
"considers" 0.00263650504890717 0 0.00484742722799874
"consonant" 0.00263650504890717 0 0.00484742722799874
"consulted" 0.00175767003260478 0 0.00727114084199811
"contention" 0.00263650504890717 0 0.00484742722799874
"contests" 0.00439417508151195 0 0
"continent" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"contingencies" 0.00439417508151195 0 0
"controlled" 0.00351534006520956 0 0.00242371361399937
"convenience" 0.00439417508151195 0 0
"convening" 0.00439417508151195 0 0
"conventions" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"convulsions" 0.00351534006520956 0 0.00242371361399937
"correspond" 0.00087883501630239 0.0235072872590503 0.00484742722799874
"current" 0.00175767003260478 0 0.00727114084199811
"declamations" 0.00351534006520956 0 0.00242371361399937
"declaratory" 0.00175767003260478 0 0.00727114084199811
"deep" 0.00351534006520956 0 0.00242371361399937
"degenerate" 0.00263650504890717 0 0.00484742722799874
"delegation" 0.00263650504890717 0 0.00484742722799874
"delineated" 0.00351534006520956 0 0.00242371361399937
"deprive" 0.00351534006520956 0 0.00242371361399937
"desert" 0.00439417508151195 0 0
"deserves" 0.00351534006520956 0 0.00242371361399937
"desirous" 0.00263650504890717 0.0235072872590503 0
"diet" 0.00175767003260478 0 0.00727114084199811
"dilemma" 0.00263650504890717 0 0.00484742722799874
"dimensions" 0.00351534006520956 0 0.00242371361399937
"diminish" 0.00351534006520956 0.0117536436295252 0
"discipline" 0.00351534006520956 0.0117536436295252 0
"discontent" 0.00439417508151195 0 0
"diseases" 0.00175767003260478 0 0.00727114084199811
"dismission" 0.00439417508151195 0 0
"disputes" 0.00263650504890717 0.0235072872590503 0
"dissatisfaction" 0.00439417508151195 0 0
"distinctions" 0.00351534006520956 0 0.00242371361399937
"doubts" 0.00351534006520956 0 0.00242371361399937
"efficacious" 0.00351534006520956 0 0.00242371361399937
"emolument" 0.00439417508151195 0 0
"emperor" 0.00351534006520956 0 0.00242371361399937
"enables" 0.00087883501630239 0.0117536436295252 0.00727114084199811
"enact" 0.00351534006520956 0 0.00242371361399937
"encroach" 0.00439417508151195 0 0
"ends" 0.00439417508151195 0 0
"enforce" 0.00439417508151195 0 0
"enforced" 0.00175767003260478 0 0.00727114084199811
"engage" 0.00175767003260478 0.0235072872590503 0.00242371361399937
"engines" 0.00351534006520956 0 0.00242371361399937
"english" 0.00351534006520956 0.0117536436295252 0
"enlarge" 0 0 0.0121185680699969
"enmity" 0.00263650504890717 0 0.00484742722799874
"enterprising" 0.00175767003260478 0 0.00727114084199811
"equilibrium" 0.00351534006520956 0 0.00242371361399937
"erect" 0.00351534006520956 0 0.00242371361399937
"escape" 0.00263650504890717 0 0.00484742722799874
"establishes" 0.00351534006520956 0 0.00242371361399937
"estimation" 0.00351534006520956 0 0.00242371361399937
"ex-post-facto" 0.00263650504890717 0 0.00484742722799874
"exaggerated" 0.00439417508151195 0 0
"excited" 0.00439417508151195 0 0
"exert" 0.00263650504890717 0 0.00484742722799874
"exertions" 0.00263650504890717 0 0.00484742722799874
"exhausted" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"exists" 0.00263650504890717 0 0.00484742722799874
"extinguish" 0.00351534006520956 0.0117536436295252 0
"extremely" 0.00175767003260478 0 0.00727114084199811
"extremity" 0.00263650504890717 0 0.00484742722799874
"faculty" 0.00263650504890717 0 0.00484742722799874
"fallible" 0.00263650504890717 0 0.00484742722799874
"falling" 0.00087883501630239 0 0.00969485445599748
"familiar" 0.00351534006520956 0 0.00242371361399937
"features" 0.00175767003260478 0 0.00727114084199811
"felicity" 0.00439417508151195 0 0
"felonies" 0 0 0.0121185680699969
"fidelity" 0.00351534006520956 0.0117536436295252 0
"filled" 0.00263650504890717 0 0.00484742722799874
"five" 0.00439417508151195 0 0
"fleet" 0.00087883501630239 0.0470145745181006 0
"folly" 0.00263650504890717 0 0.00484742722799874
"forbids" 0.00351534006520956 0 0.00242371361399937
"foresee" 0.00351534006520956 0.0117536436295252 0
"forget" 0.00175767003260478 0.0352609308885755 0
"formerly" 0.00087883501630239 0.0352609308885755 0.00242371361399937
"foundations" 0.00439417508151195 0 0
"frame" 0.00263650504890717 0 0.00484742722799874
"freedom" 0.00263650504890717 0 0.00484742722799874
"frustrate" 0.00351534006520956 0 0.00242371361399937
"funds" 0.00439417508151195 0 0
"glory" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"gone" 0.00439417508151195 0 0
"good-will" 0.00351534006520956 0.0117536436295252 0
"governors" 0.00439417508151195 0 0
"gratify" 0.00439417508151195 0 0
"gross" 0.00351534006520956 0.0117536436295252 0
"growing" 0.00263650504890717 0 0.00484742722799874
"guide" 0.00351534006520956 0 0.00242371361399937
"harmless" 0.00175767003260478 0 0.00727114084199811
"harmony" 0.00175767003260478 0 0.00727114084199811
"heads" 0.00263650504890717 0 0.00484742722799874
"hereafter" 0.00351534006520956 0 0.00242371361399937
"holds" 0.00439417508151195 0 0
"humors" 0.00439417508151195 0 0
"ignorance" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"illustrated" 0.00263650504890717 0 0.00484742722799874
"imaginary" 0.00263650504890717 0 0.00484742722799874
"impartiality" 0.00175767003260478 0 0.00727114084199811
"imperfect" 0.00263650504890717 0 0.00484742722799874
"impracticability" 0.00439417508151195 0 0
"incline" 0.00351534006520956 0 0.00242371361399937
"indians" 0.00087883501630239 0 0.00969485445599748
"indulge" 0.00263650504890717 0 0.00484742722799874
"inevitable" 0.00439417508151195 0 0
"infallible" 0.00351534006520956 0 0.00242371361399937
"infallibly" 0.00351534006520956 0 0.00242371361399937
"inform" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"ingredient" 0.00439417508151195 0 0
"inherent" 0.00351534006520956 0 0.00242371361399937
"injudicious" 0.00439417508151195 0 0
"intermixture" 0.00439417508151195 0 0
"interpose" 0.00175767003260478 0 0.00727114084199811
"intimate" 0.00351534006520956 0 0.00242371361399937
"intimated" 0.00439417508151195 0 0
"intricate" 0.00263650504890717 0 0.00484742722799874
"inviolable" 0.00263650504890717 0 0.00484742722799874
"invite" 0.00175767003260478 0.0352609308885755 0
"irreconcilable" 0.00263650504890717 0 0.00484742722799874
"jay" 0 0.0587682181476258 0
"jeopardy" 0.00351534006520956 0.0117536436295252 0
"judgments" 0.00351534006520956 0.0117536436295252 0
"judicatories" 0.00439417508151195 0 0
"judicature" 0.00439417508151195 0 0
"justified" 0.00087883501630239 0 0.00969485445599748
"justness" 0.00439417508151195 0 0
"knows" 0.00351534006520956 0 0.00242371361399937
"labored" 0.00351534006520956 0 0.00242371361399937
"largest" 0.00175767003260478 0 0.00727114084199811
"lastly" 0.00263650504890717 0 0.00484742722799874
"leaves" 0.00351534006520956 0 0.00242371361399937
"levying" 0.00263650504890717 0 0.00484742722799874
"likewise" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"looked" 0.00439417508151195 0 0
"lords" 0.00439417508151195 0 0
"low" 0.00351534006520956 0 0.00242371361399937
"mild" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"mistake" 0.00263650504890717 0 0.00484742722799874
"modification" 0.00439417508151195 0 0
"motion" 0.00439417508151195 0 0
"mr" 0.00351534006520956 0 0.00242371361399937
"near" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"neutrality" 0.00351534006520956 0.0117536436295252 0
"nobles" 0.00263650504890717 0 0.00484742722799874
"november" 0.00263650504890717 0 0.00484742722799874
"obstruct" 0.00351534006520956 0 0.00242371361399937
"occasionally" 0.00351534006520956 0 0.00242371361399937
"off" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"offense" 0.00351534006520956 0 0.00242371361399937
"oppress" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"overrule" 0.00263650504890717 0 0.00484742722799874
"p" 0.00351534006520956 0 0.00242371361399937
"parchment" 0.00263650504890717 0 0.00484742722799874
"parent" 0.00439417508151195 0 0
"participate" 0.00351534006520956 0 0.00242371361399937
"participation" 0.00351534006520956 0 0.00242371361399937
"partisans" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"patient" 0 0 0.0121185680699969
"patriotic" 0 0.0117536436295252 0.00969485445599748
"paying" 0.00351534006520956 0.0117536436295252 0
"per" 0.00351534006520956 0 0.00242371361399937
"performed" 0.00263650504890717 0 0.00484742722799874
"perpetuate" 0.00087883501630239 0.0235072872590503 0.00484742722799874
"persuade" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"planned" 0.00087883501630239 0 0.00969485445599748
"plausibility" 0.00351534006520956 0 0.00242371361399937
"posts" 0.00439417508151195 0 0
"precious" 0.00087883501630239 0.0117536436295252 0.00727114084199811
"preclude" 0.00351534006520956 0 0.00242371361399937
"predecessors" 0.00175767003260478 0 0.00727114084199811
"predicament" 0.00439417508151195 0 0
"prepared" 0.00175767003260478 0 0.00727114084199811
"prevails" 0.00439417508151195 0 0
"prey" 0.00351534006520956 0.0117536436295252 0
"probates" 0.00439417508151195 0 0
"professions" 0.00439417508151195 0 0
"profit" 0.00263650504890717 0.0235072872590503 0
"prudently" 0.00087883501630239 0.0117536436295252 0.00727114084199811
"pursuit" 0.00439417508151195 0 0
"qualification" 0.00439417508151195 0 0
"qualify" 0.00263650504890717 0 0.00484742722799874
"quell" 0.00351534006520956 0 0.00242371361399937
"rage" 0.00351534006520956 0 0.00242371361399937
"records" 0.00175767003260478 0 0.00727114084199811
"recur" 0.00263650504890717 0 0.00484742722799874
"redress" 0.00175767003260478 0 0.00727114084199811
"reduce" 0.00263650504890717 0 0.00484742722799874
"refer" 0.00351534006520956 0 0.00242371361399937
"refinements" 0.00439417508151195 0 0
"regret" 0.00263650504890717 0 0.00484742722799874
"religion" 0.00175767003260478 0.0235072872590503 0.00242371361399937
"remained" 0.00263650504890717 0 0.00484742722799874
"remarkable" 0.00263650504890717 0 0.00484742722799874
"removing" 0.00175767003260478 0 0.00727114084199811
"repeal" 0.00351534006520956 0.0117536436295252 0
"repose" 0.00351534006520956 0 0.00242371361399937
"resemble" 0.00439417508151195 0 0
"residue" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"resolved" 0.00351534006520956 0 0.00242371361399937
"respectability" 0.00351534006520956 0 0.00242371361399937
"respected" 0.00351534006520956 0 0.00242371361399937
"resulted" 0.00087883501630239 0 0.00969485445599748
"retained" 0.00263650504890717 0 0.00484742722799874
"rigid" 0.00263650504890717 0 0.00484742722799874
"rival" 0.00263650504890717 0 0.00484742722799874
"rivals" 0.00087883501630239 0.0235072872590503 0.00484742722799874
"rivers" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"roman" 0.00439417508151195 0 0
"ruin" 0.00263650504890717 0 0.00484742722799874
"ruinous" 0.00439417508151195 0 0
"sacrificing" 0.00263650504890717 0 0.00484742722799874
"salaries" 0.00351534006520956 0 0.00242371361399937
"saved" 0.00263650504890717 0 0.00484742722799874
"saving" 0.00263650504890717 0 0.00484742722799874
"scenes" 0.00175767003260478 0 0.00727114084199811
"scruples" 0.00263650504890717 0 0.00484742722799874
"sea" 0.00351534006520956 0.0117536436295252 0
"sedition" 0.00439417508151195 0 0
"separately" 0.00263650504890717 0 0.00484742722799874
"served" 0.00351534006520956 0.0117536436295252 0
"shows" 0.00263650504890717 0 0.00484742722799874
"size" 0.00351534006520956 0 0.00242371361399937
"skill" 0.00263650504890717 0 0.00484742722799874
"sober" 0.00263650504890717 0 0.00484742722799874
"sought" 0.00263650504890717 0 0.00484742722799874
"speaks" 0.00263650504890717 0 0.00484742722799874
"spite" 0.00351534006520956 0 0.00242371361399937
"split" 0.00087883501630239 0.0352609308885755 0.00242371361399937
"statesmen" 0.00263650504890717 0 0.00484742722799874
"stimulated" 0.00439417508151195 0 0
"stipulations" 0.00439417508151195 0 0
"subdue" 0.00351534006520956 0 0.00242371361399937
"succeeding" 0.00351534006520956 0.0117536436295252 0
"suggest" 0.00351534006520956 0.0117536436295252 0
"supplying" 0.00439417508151195 0 0
"suppositions" 0.00351534006520956 0 0.00242371361399937
"throw" 0.00351534006520956 0 0.00242371361399937
"ties" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"totally" 0.00087883501630239 0 0.00969485445599748
"toward" 0.00351534006520956 0.0117536436295252 0
"treachery" 0.00351534006520956 0 0.00242371361399937
"treat" 0.00351534006520956 0.0117536436295252 0
"triumph" 0.00263650504890717 0 0.00484742722799874
"unavoidably" 0.00351534006520956 0 0.00242371361399937
"undertaking" 0.00087883501630239 0 0.00969485445599748
"unequivocal" 0.00351534006520956 0 0.00242371361399937
"unfit" 0.00351534006520956 0 0.00242371361399937
"uniting" 0.00439417508151195 0 0
"usurpers" 0.00351534006520956 0 0.00242371361399937
"utterly" 0.00351534006520956 0 0.00242371361399937
"valid" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"varied" 0.00175767003260478 0 0.00727114084199811
"vest" 0.00263650504890717 0.0117536436295252 0.00242371361399937
"vicissitudes" 0.00351534006520956 0 0.00242371361399937
"victim" 0.00351534006520956 0 0.00242371361399937
"viewed" 0.00087883501630239 0 0.00969485445599748
"visionary" 0.00351534006520956 0 0.00242371361399937
"wanting" 0.00175767003260478 0.0117536436295252 0.00484742722799874
"warrant" 0.00351534006520956 0 0.00242371361399937
"weaken" 0.00351534006520956 0 0.00242371361399937
"weal" 0.00263650504890717 0 0.00484742722799874
"weights" 0.00087883501630239 0 0.00969485445599748
"west" 0.00351534006520956 0 0.00242371361399937
"whence" 0.00263650504890717 0 0.00484742722799874
"whereas" 0 0.0235072872590503 0.00727114084199811
"wisely" 0.00263650504890717 0.0235072872590503 0
"withstand" 0.00439417508151195 0 0
"abused" 0.00263650504890717 0 0.00242371361399937
"accede" 0.00263650504890717 0 0.00242371361399937
"accommodation" 0.00263650504890717 0.0117536436295252 0
"accompanied" 0.00263650504890717 0.0117536436295252 0
"accomplishment" 0.00263650504890717 0 0.00242371361399937
"accusation" 0.00351534006520956 0 0
"accused" 0.00351534006520956 0 0
"acquiesce" 0.00351534006520956 0 0
"acquiescence" 0.00263650504890717 0.0117536436295252 0
"adds" 0.00087883501630239 0.0117536436295252 0.00484742722799874
"adhering" 0.00263650504890717 0 0.00242371361399937
"administering" 0 0 0.00969485445599748
"admitting" 0.00175767003260478 0.0117536436295252 0.00242371361399937
"admonitions" 0.00351534006520956 0 0
"adversary" 0.00175767003260478 0 0.00484742722799874
"adverted" 0.00263650504890717 0 0.00242371361399937
"afraid" 0.00263650504890717 0 0.00242371361399937
"age" 0.00351534006520956 0 0
"allies" 0.00263650504890717 0.0117536436295252 0
"allowing" 0.00351534006520956 0 0
"alloy" 0 0 0.00969485445599748
"allude" 0.00351534006520956 0 0
"alluded" 0.00263650504890717 0 0.00242371361399937
"amply" 0.00263650504890717 0.0117536436295252 0
"animadversion" 0.00263650504890717 0 0.00242371361399937
"annapolis" 0 0 0.00969485445599748
"annul" 0.00263650504890717 0 0.00242371361399937
"antiquity" 0.00175767003260478 0 0.00484742722799874
"anxiety" 0.00175767003260478 0 0.00484742722799874
"appetite" 0.00351534006520956 0 0
"apprehensive" 0.00351534006520956 0 0
"arbiter" 0.00351534006520956 0 0
"argue" 0.00263650504890717 0.0117536436295252 0
"armed" 0.00263650504890717 0 0.00242371361399937
"arrangements" 0.00263650504890717 0 0.00242371361399937
"artifice" 0.00263650504890717 0 0.00242371361399937
"artifices" 0.00351534006520956 0 0
"ascendant" 0.00351534006520956 0 0
"assistance" 0.00351534006520956 0 0
"assurance" 0.00175767003260478 0 0.00484742722799874
"athens" 0.00175767003260478 0 0.00484742722799874
"attach" 0.00087883501630239 0 0.00727114084199811
"attacked" 0.00263650504890717 0.0117536436295252 0
"attendance" 0.00175767003260478 0.0117536436295252 0.00242371361399937
"augment" 0.00175767003260478 0 0.00484742722799874
"avaricious" 0.00351534006520956 0 0
"axioms" 0.00263650504890717 0 0.00242371361399937
"begin" 0.00263650504890717 0.0117536436295252 0
"below" 0.00175767003260478 0 0.00484742722799874
"bench" 0.00351534006520956 0 0
"blow" 0.00263650504890717 0 0.00242371361399937
"bordering" 0 0.0352609308885755 0.00242371361399937
"borrowing" 0.00175767003260478 0 0.00484742722799874
"break" 0.00263650504890717 0 0.00242371361399937
"calls" 0.00263650504890717 0 0.00242371361399937
"careful" 0.00263650504890717 0.0117536436295252 0
"carthage" 0.00351534006520956 0 0
"cast" 0.00351534006520956 0 0
"casual" 0.00263650504890717 0 0.00242371361399937
"catalogue" 0.00351534006520956 0 0
"cease" 0.00351534006520956 0 0
"characteristic" 0.00263650504890717 0 0.00242371361399937
"checks" 0.00351534006520956 0 0
"circumstanced" 0.00263650504890717 0 0.00242371361399937
"citizenship" 0 0 0.00969485445599748
"claiming" 0.00263650504890717 0 0.00242371361399937
"clamors" 0.00263650504890717 0 0.00242371361399937
"co-ordinate" 0.00175767003260478 0 0.00484742722799874
"coextensive" 0.00351534006520956 0 0
"cogent" 0.00263650504890717 0.0117536436295252 0
"coincide" 0.00175767003260478 0 0.00484742722799874
"collected" 0.00175767003260478 0 0.00484742722799874
"combat" 0.00263650504890717 0 0.00242371361399937
"coming" 0.00263650504890717 0.0117536436295252 0
"commanded" 0.00263650504890717 0 0.00242371361399937
"communicated" 0.00175767003260478 0.0117536436295252 0.00242371361399937
"compared" 0.00263650504890717 0 0.00242371361399937
"comparing" 0.00087883501630239 0 0.00727114084199811
"compatible" 0.00351534006520956 0 0
"component" 0.00175767003260478 0 0.00484742722799874
"comprehending" 0.00263650504890717 0 0.00242371361399937
"comprise" 0.00263650504890717 0 0.00242371361399937
"conceived" 0.00351534006520956 0 0
"concerted" 0.00175767003260478 0 0.00484742722799874
"concessions" 0.00351534006520956 0 0
"conciliate" 0.00351534006520956 0 0
"concise" 0.00175767003260478 0 0.00484742722799874
"concluded" 0.00175767003260478 0 0.00484742722799874
"confederated" 0.00263650504890717 0 0.00242371361399937
"confess" 0.00263650504890717 0.0117536436295252 0
"confessed" 0.00175767003260478 0 0.00484742722799874
"confiding" 0.00351534006520956 0 0
"confirmed" 0 0 0.00969485445599748
"conflicts" 0.00175767003260478 0 0.00484742722799874
"conjunction" 0.00263650504890717 0 0.00242371361399937
"conjunctures" 0.00351534006520956 0 0
"conquest" 0.00351534006520956 0 0
"consumers" 0.00175767003260478 0 0.00484742722799874
"contagion" 0.00351534006520956 0 0
"contingency" 0.00351534006520956 0 0
"continues" 0.00175767003260478 0 0.00484742722799874
"conversant" 0.00263650504890717 0 0.00242371361399937
"convince" 0.00351534006520956 0 0
"cool" 0.00087883501630239 0.0235072872590503 0.00242371361399937
"copied" 0.00087883501630239 0 0.00727114084199811
"copy" 0.00175767003260478 0 0.00484742722799874
"counsels" 0.00175767003260478 0.0235072872590503 0
"counterbalance" 0.00351534006520956 0 0
"creation" 0.00351534006520956 0 0
"creditors" 0.00087883501630239 0 0.00727114084199811
"crimes" 0.00351534006520956 0 0
"cry" 0.00263650504890717 0 0.00242371361399937
"culpable" 0.00175767003260478 0 0.00484742722799874
"cultivate" 0.00263650504890717 0.0117536436295252 0
"curious" 0.00351534006520956 0 0
"customs" 0.00087883501630239 0.0117536436295252 0.00484742722799874
"de" 0.00351534006520956 0 0
"delays" 0.00263650504890717 0 0.00242371361399937
"delegates" 0.00087883501630239 0 0.00727114084199811
"delinquent" 0.00351534006520956 0 0
"democratic" 0 0 0.00969485445599748
"demonstrated" 0.00351534006520956 0 0
"denominated" 0.00351534006520956 0 0
"denomination" 0.00175767003260478 0 0.00484742722799874
"depredations" 0.00263650504890717 0 0.00242371361399937
