"HAMILTON_federalist1" "HAMILTON_federalist11" "HAMILTON_federalist12" "HAMILTON_federalist13" "HAMILTON_federalist15" "HAMILTON_federalist16" "HAMILTON_federalist17" "HAMILTON_federalist21" "HAMILTON_federalist22" "HAMILTON_federalist23" "HAMILTON_federalist24" "HAMILTON_federalist25" "HAMILTON_federalist26" "HAMILTON_federalist27" "HAMILTON_federalist28" "HAMILTON_federalist29" "HAMILTON_federalist30" "HAMILTON_federalist31" "HAMILTON_federalist32" "HAMILTON_federalist33" "HAMILTON_federalist34" "HAMILTON_federalist35" "HAMILTON_federalist36" "HAMILTON_federalist59" "HAMILTON_federalist6" "HAMILTON_federalist60" "HAMILTON_federalist61" "HAMILTON_federalist65" "HAMILTON_federalist66" "HAMILTON_federalist67" "HAMILTON_federalist68" "HAMILTON_federalist69" "HAMILTON_federalist7" "HAMILTON_federalist70" "HAMILTON_federalist71" "HAMILTON_federalist72" "HAMILTON_federalist73" "HAMILTON_federalist74" "HAMILTON_federalist75" "HAMILTON_federalist76" "HAMILTON_federalist77" "HAMILTON_federalist78" "HAMILTON_federalist79" "HAMILTON_federalist8" "HAMILTON_federalist80" "HAMILTON_federalist81" "HAMILTON_federalist82" "HAMILTON_federalist83" "HAMILTON_federalist84" "HAMILTON_federalist85" "HAMILTON_federalist9" "JAY_federalist2" "JAY_federalist3" "JAY_federalist4" "JAY_federalist5" "JAY_federalist64" "MADISON_federalist10" "MADISON_federalist14" "MADISON_federalist37" "MADISON_federalist38" "MADISON_federalist39" "MADISON_federalist40" "MADISON_federalist41" "MADISON_federalist42" "MADISON_federalist43" "MADISON_federalist44" "MADISON_federalist45" "MADISON_federalist46" "MADISON_federalist47" "MADISON_federalist48" "MADISON_federalist58"
"described" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0.0600240096038415 0 0 0 0 0 0 0.0418410041841004 0 0 0 0 0 0 0.0482160077145612 0 0 0.0642260757867694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0.0280504908835905 0 0 0.0342817963661296 0 0 0 0.0529100529100529 0
"descriptions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0.0642260757867694 0 0 0 0 0 0 0 0 0.04293688278231 0.0660501981505945 0 0 0 0 0 0 0.0357015351660121 0 0 0.0466200466200466 0 0 0 0
"designed" 0 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0.0569151963574274 0 0 0.0446827524575514 0 0 0 0 0 0 0.0490436488474743 0.0436109899694723 0 0 0 0 0 0 0 0.0418410041841004 0 0 0 0 0.0325626831650928 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379075056861259 0 0 0
"devised" 0 0 0 0 0 0 0 0.0993541977148535 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0.0656167979002625 0 0 0 0 0 0 0 0 0 0 0.0325626831650928 0.0955109837631328 0 0 0 0 0 0 0 0.0497760079641613 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"differences" 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0 0 0 0 0 0.172043010752688 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0.0733675715333822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"discovered" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0.043010752688172 0 0 0 0.0418410041841004 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0 0 0 0 0 0 0 0.04293688278231 0 0.046189376443418 0 0.0597193191997611 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"discussed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0.0490436488474743 0.0436109899694723 0 0 0 0 0 0 0 0 0 0 0 0 0.0325626831650928 0 0 0.040453074433657 0.0254323499491353 0 0 0.0238208670795617 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0 0
"disgrace" 0.061576354679803 0.0395726157499011 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0.0436109899694723 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0.04293688278231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"disorder" 0 0 0 0 0.0322164948453608 0 0 0 0 0.0546149645002731 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0 0 0 0 0 0 0 0 0.0656167979002625 0.0333778371161549 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0.0597193191997611 0 0 0 0 0 0 0 0 0 0 0
"disposal" 0 0 0 0 0 0.0484261501210654 0.125549278091651 0 0.027972027972028 0 0 0.0496770988574267 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"disputed" 0 0 0 0 0 0 0 0 0 0.0546149645002731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0.0333778371161549 0 0.0319897632757518 0 0.0484730974309258 0 0 0 0 0 0.0325626831650928 0 0 0 0.0254323499491353 0 0.017082336863683 0 0 0 0 0 0 0 0.04293688278231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dissensions" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.097799511002445 0 0 0 0 0 0 0 0.043010752688172 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0466200466200466 0 0 0 0
"dissimilar" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0.043010752688172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0 0.0747384155455904 0 0 0 0 0 0 0 0 0 0 0.0380517503805175 0 0 0 0.0289855072463768 0 0.0466200466200466 0 0 0 0
"doubtless" 0 0 0 0 0 0.0484261501210654 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0.146735143066764 0.04293688278231 0 0 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0 0
"else" 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0.0415800415800416 0 0 0 0.0503271263210871 0.0569151963574274 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0.0430848772081 0 0 0 0 0 0 0.0642260757867694 0.017082336863683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"employ" 0 0 0 0 0 0.0968523002421307 0 0 0 0 0 0 0 0.0673854447439353 0 0.0444247001332741 0 0.0569151963574274 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0.0357015351660121 0 0 0 0 0 0 0
"endeavored" 0 0 0 0 0.0322164948453608 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0.0600240096038415 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0.0238208670795617 0 0 0 0.0682128240109141 0 0 0 0 0.046189376443418 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0 0
"enemy" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0.0496770988574267 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0.0733675715333822 0 0 0.046189376443418 0 0.0298596595998806 0 0.0327868852459016 0.0280504908835905 0 0 0 0 0 0 0 0
"enjoyed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0969461948618517 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0 0 0 0 0 0 0.0660501981505945 0 0.0730193501277839 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"equivalent" 0 0.0395726157499011 0 0 0 0 0.0627746390458255 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0.043010752688172 0 0 0 0 0 0 0.0861697544161999 0 0 0 0 0 0 0 0 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342817963661296 0 0 0 0 0
"exactly" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0.017082336863683 0 0 0 0 0 0.0602409638554217 0.146735143066764 0.04293688278231 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"excess" 0 0 0 0 0 0 0 0.0496770988574267 0 0.0546149645002731 0.0494315373208107 0 0.0415800415800416 0 0 0 0 0.0569151963574274 0 0 0 0.0879507475813544 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484730974309258 0.0418410041841004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"excises" 0 0 0.137425561154375 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0.0439753737906772 0.0724375226367258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"exclusively" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0 0.0642260757867694 0.017082336863683 0 0 0.0497760079641613 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0 0.0466200466200466 0 0 0 0
"executing" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0.116890707188778 0 0 0 0 0 0 0.0645577792123951 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0685635927322592 0 0 0 0 0
"explained" 0 0 0 0 0.0322164948453608 0 0.0627746390458255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0809061488673139 0.0254323499491353 0 0 0 0 0 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0.0280504908835905 0 0 0 0 0 0.0722021660649819 0 0
"eyes" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0.04293688278231 0 0 0 0.0597193191997611 0 0 0.0280504908835905 0 0 0 0 0 0 0.105820105820106 0.0474158368895211
"face" 0 0 0 0 0 0.0484261501210654 0 0.0496770988574267 0 0.0546149645002731 0 0 0.0415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0.046189376443418 0 0 0 0 0.0280504908835905 0 0 0 0.0466200466200466 0 0 0 0
"factions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0.0490436488474743 0 0 0 0 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0.0330250990752972 0 0.0365096750638919 0 0 0 0 0 0.0579710144927536 0 0.0466200466200466 0 0 0 0
"false" 0.061576354679803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131926121372032 0 0 0 0 0 0 0 0.120048019207683 0 0 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"flatter" 0.061576354679803 0 0 0 0 0 0 0 0 0.0546149645002731 0 0 0 0 0 0 0.0503271263210871 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0.0436109899694723 0 0 0 0 0 0.0566893424036281 0.0484730974309258 0 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"foregoing" 0 0 0 0 0 0 0 0 0.027972027972028 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0430848772081 0 0 0 0 0 0 0 0 0.0238208670795617 0.0373692077727952 0 0.0593471810089021 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0.0342817963661296 0 0 0 0 0
"frontier" 0 0 0 0.203045685279188 0 0 0 0 0 0 0.148294611962432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092378752886836 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"functions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0.0503271263210871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0.0325626831650928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.092378752886836 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0.0529100529100529 0.0474158368895211
"gain" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0878734622144113 0 0 0 0 0.0656167979002625 0 0 0 0 0.0484730974309258 0 0 0 0 0.0500250125062531 0 0 0.0964320154291225 0 0 0 0 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0 0
"georgia" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0.0496770988574267 0 0 0 0.0888494002665482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0.017082336863683 0 0 0.0497760079641613 0 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0.036101083032491 0 0
"go" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0.0879507475813544 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0.0476417341591234 0.0373692077727952 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"guilt" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0980872976949485 0.0436109899694723 0 0 0 0 0 0 0 0 0.291545189504373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0.0342817963661296 0 0 0 0 0
"hostility" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.097799511002445 0 0 0 0 0 0 0.0333778371161549 0.0860215053763441 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0.0593471810089021 0 0.0602409638554217 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"immense" 0 0.0395726157499011 0.0458085203847916 0 0 0 0 0.0496770988574267 0 0 0 0.0496770988574267 0 0 0.0613496932515337 0 0 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"imply" 0 0 0 0 0 0 0 0.0993541977148535 0 0 0 0 0 0 0 0 0 0 0.198675496688742 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0.0325626831650928 0 0 0 0.0254323499491353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"imported" 0 0 0.0916170407695831 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503271263210871 0 0 0 0 0.0879507475813544 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0561009817671809 0 0 0 0 0 0 0 0
"improvement" 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0.0597193191997611 0 0 0 0.0714030703320243 0 0.0342817963661296 0.0466200466200466 0 0 0 0
"inclinations" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0.0488997555012225 0.0439367311072056 0 0 0 0 0 0 0 0 0.113378684807256 0 0.0418410041841004 0 0 0.0861697544161999 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"included" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503271263210871 0 0 0 0 0 0 0 0 0.0439367311072056 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0.0280504908835905 0.0714030703320243 0 0.0685635927322592 0 0 0 0 0
"inconsistent" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0.0503271263210871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0319897632757518 0.0566893424036281 0 0 0 0 0 0 0.0325626831650928 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0.0357015351660121 0 0 0.0466200466200466 0 0 0 0
"indirect" 0 0.0395726157499011 0.0916170407695831 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0.0357015351660121 0 0 0 0 0 0.0529100529100529 0
"infer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0 0 0 0 0.043010752688172 0 0 0.0484730974309258 0 0 0.0510204081632653 0 0 0 0 0 0 0 0.0642260757867694 0 0.0476417341591234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342817963661296 0 0 0 0 0
"injustice" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0651253663301856 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0.132100396301189 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inspection" 0 0 0 0 0 0 0 0 0 0.0546149645002731 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0.0362187613183629 0 0 0 0.0645577792123951 0 0 0 0 0 0 0 0 0.0484730974309258 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0.0342817963661296 0 0 0 0 0.0474158368895211
"instituted" 0 0 0 0 0.0322164948453608 0 0 0 0.027972027972028 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0566893424036281 0 0 0 0 0 0 0 0 0 0 0 0.0642260757867694 0 0 0 0 0.118694362017804 0 0 0 0 0 0 0 0.0298596595998806 0 0.0327868852459016 0 0 0 0 0 0 0 0 0
"interposition" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0.0667556742323097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0.0869565217391304 0 0 0.0379075056861259 0 0 0
"intervention" 0 0 0 0 0.0322164948453608 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0341646737273659 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0.0327868852459016 0 0 0 0 0.0466200466200466 0 0 0 0
"intrinsic" 0 0 0 0 0 0 0.0627746390458255 0 0.027972027972028 0 0.0494315373208107 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0.0861697544161999 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.036101083032491 0 0
"investigation" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0.0362187613183629 0 0.0488997555012225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0.017082336863683 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0.0298596595998806 0 0.0327868852459016 0 0 0 0.0342817963661296 0 0 0 0 0
"issue" 0 0 0 0 0 0.0484261501210654 0 0.0496770988574267 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0.017082336863683 0 0.0747384155455904 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"joint" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0.0436109899694723 0 0 0 0.043010752688172 0 0 0 0.0418410041841004 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0.118694362017804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.036101083032491 0.0529100529100529 0
"justices" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0932400932400932 0 0.252707581227437 0 0
"labor" 0 0 0.0458085203847916 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0.0888494002665482 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0.0561009817671809 0 0 0 0 0 0 0 0
"makes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0 0 0 0 0.0645577792123951 0 0.0436109899694723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0.0733675715333822 0 0 0 0 0 0 0 0 0 0 0.0342817963661296 0 0 0.0722021660649819 0.0529100529100529 0
"merchants" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.219876868953386 0.0362187613183629 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mercy" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0.0496770988574267 0 0 0 0 0.0503271263210871 0.0569151963574274 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0.0418410041841004 0.194363459669582 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"multiplication" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0959692898272553 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0.0642260757867694 0 0.0238208670795617 0.0747384155455904 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nay" 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0.0415800415800416 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0.0593471810089021 0 0.0602409638554217 0.0733675715333822 0.04293688278231 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nobility" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0.0566893424036281 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714626012386851 0.0373692077727952 0 0 0 0 0 0 0 0 0 0 0.0380517503805175 0 0 0 0 0.0685635927322592 0 0 0 0 0
